"Urban Farmer Store, The",2833 VICENTE ST,RACK,SIDEWALK,2,4,37.738095,-122.497688
_undetermined,3138 NORIEGA ST,RACK,SIDEWALK,1,2,37.753546,-122.497577
A.P. Giannini MS,3151 ORTEGA ST,RACK,SIDEWALK,2,4,37.74968004,-122.49731133
Marriot,550 37TH AVE,RACK,SIDEWALK,1,2,37.778530,-122.497195
The Sweet House,3512 BALBOA ST,RACK,SIDEWALK,1,2,37.77599855,-122.49654984
Cassava Bakery,3519 BALBOA ST,RACK,SIDEWALK,2,4,37.775606,-122.496526
Simple Pleasures Cafe,3434 BALBOA ST,RACK,SIDEWALK,1,2,37.776028,-122.495814
Elevation,3425 BALBOA ST,RACK,SIDEWALK,1,2,37.775652,-122.495430
Toby's Sunset Soccer Supply,3401 IRVING ST,RACK,SIDEWALK,0,0,37.762551,-122.494431
Mixed Nuts,3243 BALBOA ST,RACK,SIDEWALK,0,0,37.775643,-122.493464
Art Gallery,3131 CLEMENT ST,RACK,SIDEWALK,0,0,37.781394,-122.493058
Century Kitchen Cabinets,3140 BALBOA ST,RACK,SIDEWALK,0,0,37.776168,-122.492786
Living Waters Fellowship,2312 VICENTE ST,RACK,SIDEWALK,0,0,37.738815,-122.491832
dental office,3010 CLEMENT ST,RACK,SIDEWALK,0,0,37.781957,-122.491601
Cloud Rest Healing Center,2717 JUDAH ST,RACK,SIDEWALK,1,2,37.760824,-122.491272
_undetermined,2516 NORIEGA ST,RACK,SIDEWALK,1,2,37.753837,-122.490726
7-Eleven,2222 TARAVAL ST,RACK,SIDEWALK,0,0,37.742666,-122.490045
Ta Kioh Buddhist Temple,6555 GEARY BLVD,RACK,SIDEWALK,0,0,37.779548,-122.489804
The Animal Connection,2550 JUDAH ST,RACK,SIDEWALK,0,0,37.761333,-122.489669
American Gymnastics & Raise the Bar Fitness,2520 JUDAH ST,RACK,SIDEWALK,2,4,37.761409,-122.489206
_undetermined,2325 NORIEGA ST,RACK,SIDEWALK,1,2,37.753442,-122.488793
Hard Knox Cafe,2448 CLEMENT ST,RACK,SIDEWALK,0,0,37.782227,-122.485747
United States Post Office,1800 TARAVAL ST,RACK,SIDEWALK,0,0,37.742861,-122.485617
Nomad Cyclery,2555 IRVING ST,RACK,SIDEWALK,0,0,37.76294511,-122.48550457
Nomad Cyclery,2555 IRVING ST,RACK,SIDEWALK,0,0,37.76294511,-122.48550457
Joe's Coffee Shop,6134 GEARY BLVD,RACK,SIDEWALK,0,0,37.780371,-122.485376
Balboa Bi-Rite,2449 BALBOA ST,RACK,SIDEWALK,1,0,37.776071,-122.485243
SF Credit Union,2550 IRVING ST,RACK,SIDEWALK,1,0,37.763432,-122.485143
Avetex Furniture,6114 GEARY BLVD,RACK,SIDEWALK,1,0,37.780383,-122.485117
Greenhouse Cafe,1722 TARAVAL ST,RACK,SIDEWALK,0,0,37.742902,-122.484688
Royal Ground Coffee,2348 CLEMENT ST,RACK,SIDEWALK,0,0,37.782279,-122.484619
Bills Place (Burger Joint).,2315 CLEMENT ST,RACK,SIDEWALK,0,0,37.781806,-122.484154
Iyengar Yoga Institute of San Francisco (RELOCATED),2404 27TH AVE,RACK,SIDEWALK,0,0,37.74243416,-122.48406900
Eldon D. Young DDS,2022 JUDAH ST,RACK,SIDEWALK,0,0,37.761644,-122.483892
Goodwill,2400 IRVING ST,RACK,SIDEWALK,0,0,37.763513,-122.483856
Jefferson Annex CDC,1351 25TH AVE,RACK,SIDEWALK,0,0,37.76229986,-122.48381527
El Burito,1601 TARAVAL ST,RACK,SIDEWALK,1,0,37.742567,-122.483403
Mescolanza Restaurant?,2221 CLEMENT ST,RACK,SIDEWALK,1,2,37.781851,-122.483166
Irish Pub,2328 IRVING ST,RACK,SIDEWALK,1,2,37.763549,-122.483035
Pizzetta 211,211 23RD AVE,RACK,SIDEWALK,1,2,37.783760,-122.483031
4 Star Theater,2200 CLEMENT ST,RACK,SIDEWALK,1,2,37.782357,-122.482930
King of Thai Noodle,1541 TARAVAL ST,RACK,SIDEWALK,1,2,37.742489,-122.482813
Wells Fargo,2300 IRVING ST,RACK,SIDEWALK,1,2,37.763563,-122.482720
Olson's Cleaners,1311 24TH AVE,RACK,SIDEWALK,1,2,37.76307121,-122.48264239
Little Paris,2305 IRVING ST,RACK,SIDEWALK,1,2,37.763071,-122.482642
Walgreens,1750 NORIEGA ST,RACK,SIDEWALK,1,2,37.754273,-122.482641
Sevan Liquor and Deli,1508 TARAVAL ST,RACK,SIDEWALK,1,2,37.743002,-122.482415
Thom's Natural Food,5843 GEARY BLVD,RACK,SIDEWALK,1,2,37.779935,-122.482164
Thom's Natural Food,5843 GEARY BLVD,RACK,SIDEWALK,1,2,37.779935,-122.482164
Future Mobile Inc,2206 IRVING ST,RACK,SIDEWALK,1,2,37.763610,-122.481705
Supermarket,2201 IRVING ST,RACK,SIDEWALK,1,2,37.763119,-122.481613
Bazaar Cafe,5927 CALIFORNIA ST,RACK,SIDEWALK,0,0,37.783825,-122.481196
Bazaar Cafe,5927 CALIFORNIA ST,RACK,SIDEWALK,0,0,37.783825,-122.481196
Yum Yum Fish,2181 IRVING ST,RACK,SIDEWALK,0,0,37.763141,-122.481124
Quickly,2116 IRVING ST,RACK,SIDEWALK,0,0,37.763570,-122.480677
A Jeweler's Place,2015 BALBOA ST,RACK,SIDEWALK,0,0,37.776337,-122.480428
Just Won Ton Restaurant,1239 VICENTE ST,RACK,SIDEWALK,1,0,37.738872,-122.480407
Three Bees Nursery,1921 CLEMENT ST,RACK,SIDEWALK,1,0,37.781991,-122.480051
Parkside Public Library,1200 TARAVAL ST,RACK,SIDEWALK,1,0,37.743795,-122.480043
Post Office,1314 22ND AVE,RACK,SIDEWALK,1,0,37.76318470,-122.47999146
Gables Sationary,5626 GEARY BLVD,RACK,SIDEWALK,1,0,37.780621,-122.479951
Riverside Seafood Restaurant,1201 VICENTE ST,RACK,SIDEWALK,1,0,37.738894,-122.479878
medical building,595 BUCKINGHAM WAY,RACK,SIDEWALK,1,0,37.729524,-122.479519
Liquor Locker,1223 TARAVAL ST,RACK,SIDEWALK,1,0,37.742642,-122.479337
Walgreens,1201 TARAVAL ST,RACK,SIDEWALK,1,0,37.742652,-122.479108
dental office,1828 CLEMENT ST,RACK,SIDEWALK,1,0,37.782533,-122.478998
_undetermined,1405 NORIEGA ST,RACK,SIDEWALK,1,2,37.75389824,-122.47888473
Accounting Office,1101 VICENTE ST,RACK,SIDEWALK,1,2,37.738928,-122.478806
i Cafe (CLOSED),1916 IRVING ST,RACK,SIDEWALK,1,2,37.763713,-122.478596
Brown Owl Coffee,1131 TARAVAL ST,RACK,SIDEWALK,1,2,37.742768,-122.478566
Sterling Bank and Trust,1122 TARAVAL ST,RACK,SIDEWALK,1,2,37.743181,-122.478343
88 Laundromat & Cleaners,1744 CLEMENT ST,RACK,SIDEWALK,1,2,37.782530,-122.478189
French Bakery,1101 TARAVAL ST,RACK,SIDEWALK,1,2,37.742786,-122.478151
Lucca Foods,1899 IRVING ST,RACK,SIDEWALK,1,2,37.76328169,-122.47792223
Underdogs Sports Bar and Grill,1824 IRVING ST,RACK,SIDEWALK,1,2,37.763789,-122.477652
_undetermined,5411 GEARY BLVD,RACK,SIDEWALK,1,2,37.780111,-122.477532
PPQ Beef Noodle House,1816 IRVING ST,RACK,SIDEWALK,1,2,37.763762,-122.477486
Bank of America,1007 TARAVAL ST,RACK,SIDEWALK,0,0,37.742743,-122.477084
Bashful Bull Hamburgers,1222 NORIEGA ST,RACK,SIDEWALK,0,0,37.754466,-122.476992
YMCA,360 18TH AVE,RACK,SIDEWALK,0,0,37.781271,-122.476968
YMCA,360 18TH AVE,RACK,SIDEWALK,0,0,37.781271,-122.476968
Test Magic,1722 IRVING ST,RACK,SIDEWALK,1,0,37.763839,-122.476504
Sunset Hydrophonic,949 TARAVAL ST,RACK,SIDEWALK,1,0,37.742844,-122.476407
Chase,926 TARAVAL ST,RACK,SIDEWALK,1,0,37.743268,-122.476361
DOC-FAI Martial Arts,925 TARAVAL ST,RACK,SIDEWALK,1,0,37.742782,-122.476169
San Francisco Brewcraft,1555 CLEMENT ST,RACK,SIDEWALK,1,0,37.782205,-122.476114
Chomp N' Swig Cafe (was Cafe Mereb),1541 CLEMENT ST,RACK,SIDEWALK,1,0,37.782213,-122.475929
Chomp N' Swig Cafe (was Cafe Mereb),1541 CLEMENT ST,RACK,SIDEWALK,1,0,37.782213,-122.475929
Sava Pool,2699 19TH AVE,RACK,SIDEWALK,1,0,37.73836627,-122.47590099
Seniore's Pizza,2415 19TH AVE,RACK,SIDEWALK,1,0,37.74279406,-122.47587007
Underdog,1634 IRVING ST,RACK,SIDEWALK,1,0,37.763789,-122.475693
Underdog,1634 IRVING ST,RACK,SIDEWALK,1,0,37.763789,-122.475693
Ross,5200 GEARY BLVD,RACK,SIDEWALK,1,0,37.780836,-122.475632
Wiggle Rack,5201 GEARY BLVD,RACK,SIDEWALK,1,0,37.780248,-122.475266
Woodside International School,1555 IRVING ST,RACK,SIDEWALK,1,2,37.763432,-122.474748
Merced Public Library,155 WINSTON DR,RACK,SIDEWALK,1,2,37.726590,-122.474489
Safeway,730 TARAVAL ST,RACK,SIDEWALK,1,2,37.743359,-122.474291
Bastet's Kindle,1501 IRVING ST,RACK,SIDEWALK,1,2,37.763450,-122.474073
Argonne Community Garden,750 16TH AVE,RACK,SIDEWALK,2,4,37.773969,-122.474057
St. Cecila's School,600 VICENTE ST,RACK,SIDEWALK,3,6,37.739871,-122.473601
House of Bagels,5030 GEARY BLVD,RACK,SIDEWALK,1,2,37.780910,-122.473486
World Team Kickboxing,2575 OCEAN AVE,RACK,SIDEWALK,2,4,37.731444,-122.473337
Walgreens,2550 OCEAN AVE,RACK,SIDEWALK,1,2,37.731721,-122.472737
Medical Offices,2501 OCEAN AVE,RACK,SIDEWALK,1,2,37.731212,-122.472622
Everybody Bikes,1352 IRVING ST,RACK,SIDEWALK,1,2,37.763987,-122.472606
Everybody Bikes,1288 15TH AVE,RACK,SIDEWALK,1,2,37.763987,-122.472606
Everybody Bikes,1352 IRVING ST,RACK,SIDEWALK,1,2,37.763987,-122.472606
Europa Express,1342 IRVING ST,RACK,SIDEWALK,1,2,37.763995,-122.472438
Internet Archive,300 FUNSTON AVE,RACK,SIDEWALK,1,2,37.782308,-122.471711
Pacifisia Investment & Realty,4829 GEARY BLVD,RACK,SIDEWALK,1,2,37.780397,-122.471218
Andronico's Market,1200 IRVING ST,RACK,SIDEWALK,1,2,37.764349,-122.471168
Andronico's Market,1200 IRVING ST,RACK,SIDEWALK,1,2,37.764349,-122.471168
Andronico's Market,1200 IRVING ST,RACK,SIDEWALK,1,2,37.764349,-122.471168
Healthy Spirits,1042 CLEMENT ST,RACK,SIDEWALK,2,4,37.782850,-122.470532
Cafe la Flore,1032 CLEMENT ST,RACK,SIDEWALK,1,2,37.782850,-122.470532
Standard Plumbing Ace Hardware,1019 CLEMENT ST,RACK,SIDEWALK,2,4,37.782465,-122.470288
Diala Pizza,4097 19TH AVE,RACK,SIDEWALK,1,2,37.714472,-122.470277
shopping complex,360 WEST PORTAL AVE,RACK,SIDEWALK,1,2,37.737403,-122.470191
San Francisco Free Clinic,4900 CALIFORNIA ST,RACK,SIDEWALK,2,4,37.784809,-122.470104
Mai Ling Hair Salon,1112 IRVING ST,RACK,SIDEWALK,1,2,37.764026,-122.469917
Healthy Pets,373 WEST PORTAL AVE,RACK,SIDEWALK,1,2,37.736885,-122.469889
West Portal Physical Therapy,345 WEST PORTAL AVE,RACK,SIDEWALK,1,2,37.737186,-122.469528
Comic Outpost,2381 OCEAN AVE,RACK,SIDEWALK,1,2,37.729796,-122.469478
SFA Yoga,701 11TH AVE,RACK,SIDEWALK,1,2,37.77491802,-122.46939521
UPS Store,1032 IRVING ST,RACK,SIDEWALK,1,2,37.764163,-122.469133
US Post Office,317 WEST PORTAL AVE,RACK,SIDEWALK,1,2,37.737588,-122.469041
Walgreens,200 WEST PORTAL AVE,RACK,SIDEWALK,1,2,37.738932,-122.468400
Goodwill,820 CLEMENT ST,RACK,SIDEWALK,1,2,37.783024,-122.468144
Pizza Orgasmica,823 CLEMENT ST,RACK,SIDEWALK,1,2,37.782533,-122.468065
Richmond Library Branch,351 09TH AVE,RACK,SIDEWALK,1,2,37.781861,-122.468039
Richmond Library Branch,351 09TH AVE,RACK,SIDEWALK,1,2,37.781861,-122.468039
Diana Choy Hair Salon,837 CABRILLO ST,RACK,SIDEWALK,1,2,37.775036,-122.467862
Crossroads,801 CLEMENT ST,RACK,SIDEWALK,1,2,37.782578,-122.467836
Citibank,130 WEST PORTAL AVE,RACK,SIDEWALK,1,2,37.739487,-122.467752
Zion Lutheran Church,495 09TH AVE,RACK,SIDEWALK,1,2,37.779241,-122.467633
Charles Schwab,106 WEST PORTAL AVE,RACK,SIDEWALK,1,2,37.739698,-122.467480
Starbucks,100 WEST PORTAL AVE,RACK,SIDEWALK,1,2,37.739698,-122.467480
Walgreens,746 CLEMENT ST,RACK,SIDEWALK,1,2,37.783071,-122.467376
St James Episcopal Church?,4620 CALIFORNIA ST,RACK,SIDEWALK,0,0,37.784939,-122.467201
Gaetani Bldg,4444 GEARY BLVD,RACK,SIDEWALK,0,0,37.781198,-122.467192
Fluid Yoga,451 JUDAH ST,RACK,SIDEWALK,0,0,37.761889,-122.467058
Bikram Yoga Inner Sunset,451 JUDAH ST,RACK,SIDEWALK,0,0,37.761889,-122.467058
Gym 445,445 JUDAH ST,RACK,SIDEWALK,0,0,37.761893,-122.466960
Gym 445,445 JUDAH ST,RACK,SIDEWALK,0,0,37.761893,-122.466960
Clement Street Bar & Grill,708 CLEMENT ST,RACK,SIDEWALK,0,0,37.783054,-122.466841
Natural Beauty Salon,105 WEST PORTAL AVE,RACK,SIDEWALK,0,0,37.739447,-122.466836
Le Video,1231 09TH AVE,RACK,SIDEWALK,0,0,37.765338,-122.466732
Sunset Gym,1247 09TH AVE,RACK,SIDEWALK,0,0,37.765063,-122.466712
Kiki Japanese Restaurant,1269 09TH AVE,RACK,SIDEWALK,0,0,37.764652,-122.466684
Sterling Bank & Trust,825 IRVING ST,RACK,SIDEWALK,0,0,37.763774,-122.466669
dental office,48 VICENTE ST,RACK,SIDEWALK,1,2,37.73972768,-122.46663096
Arizmendi Bakery,1331 09TH AVE,RACK,SIDEWALK,0,0,37.763401,-122.466596
Dash Cafe,420 JUDAH ST,RACK,SIDEWALK,0,0,37.762371,-122.466575
Urban Bazaar,1371 09TH AVE,RACK,SIDEWALK,0,0,37.762716,-122.466548
Bank of America,800 IRVING ST,RACK,SIDEWALK,0,0,37.764278,-122.466548
Village Market,4555 CALIFORNIA ST,RACK,SIDEWALK,0,0,37.784511,-122.466506
Village Market,4555 CALIFORNIA ST,RACK,SIDEWALK,0,0,37.784511,-122.466506
Noah's Bagel,28 WEST PORTAL AVE,RACK,SIDEWALK,0,0,37.740678,-122.466416
Roxie Market,500 KIRKHAM ST,RACK,SIDEWALK,0,0,37.760477,-122.466357
CineArts at the Empire,85 WEST PORTAL AVE,RACK,SIDEWALK,0,0,37.739766,-122.466309
St. Francisco Market.,16 WEST PORTAL AVE,RACK,SIDEWALK,0,0,37.740786,-122.466309
Cafe Muse,785 08TH AVE,RACK,SIDEWALK,0,0,37.77363822,-122.46625286
T-Mobile,1210 09TH AVE,RACK,SIDEWALK,0,0,37.765671,-122.466191
Hotei Restaurant,1290 09TH AVE,RACK,SIDEWALK,0,0,37.764296,-122.466121
Park Chow,1240 09TH AVE,RACK,SIDEWALK,0,0,37.765156,-122.466060
Walter-Adams Gallery,1262 09TH AVE,RACK,SIDEWALK,0,0,37.764815,-122.466036
Barbagelata Real Estate,45 WEST PORTAL AVE,RACK,SIDEWALK,0,0,37.740186,-122.465958
Social Kitchen & Brewery,1326 09TH AVE,RACK,SIDEWALK,0,0,37.763499,-122.465944
Craw Station,1336 09TH AVE,RACK,SIDEWALK,0,0,37.763362,-122.465934
Oriental Art Gallery,1340 09TH AVE,RACK,SIDEWALK,1,2,37.763293,-122.465930
Oriental Art Gallery,1340 09TH AVE,RACK,SIDEWALK,1,2,37.763293,-122.465930
Bika Yoga Studio,1348 09TH AVE,RACK,SIDEWALK,1,2,37.763156,-122.465920
Bika Yoga Studio,1348 09TH AVE,RACK,SIDEWALK,1,2,37.763156,-122.465920
Wycen Foods,625 CLEMENT ST,RACK,SIDEWALK,1,2,37.782666,-122.465909
Nan King Road Bistro,1360 09TH AVE,RACK,SIDEWALK,1,2,37.762916,-122.465903
Nan King Road Bistro,1360 09TH AVE,RACK,SIDEWALK,1,2,37.762916,-122.465903
Yancy's Saloon,734 IRVING ST,RACK,SIDEWALK,1,2,37.764306,-122.465884
Wells Fargo,731 IRVING ST,RACK,SIDEWALK,0,0,37.763814,-122.465801
Squat & Gobble,9 WEST PORTAL AVE,RACK,SIDEWALK,0,0,37.740587,-122.465765
Pasquale's Pizzeria,700 IRVING ST,RACK,SIDEWALK,0,0,37.764252,-122.465540
La Fonda,712 IRVING ST,RACK,SIDEWALK,0,0,37.764252,-122.465540
Pasquale's Pizzeria,700 IRVING ST,RACK,SIDEWALK,0,0,37.764252,-122.465540
Supercuts,715 IRVING ST,RACK,SIDEWALK,0,0,37.763861,-122.465532
Salon Belle Linda,4448 CALIFORNIA ST,RACK,SIDEWALK,0,0,37.785153,-122.465377
The Richmond Restaurant,615 BALBOA ST,RACK,SIDEWALK,0,0,37.777026,-122.465347
540 Club,540 CLEMENT ST,RACK,SIDEWALK,0,0,37.78317911,-122.46511054
Salon J,634 IRVING ST,RACK,SIDEWALK,0,0,37.764277,-122.464973
Schubert's Bakery,521 CLEMENT ST,RACK,SIDEWALK,0,0,37.782676,-122.464939
Green Apple Books,520 CLEMENT ST,RACK,PARKING_LANE,0,0,37.783189,-122.464885
Green Apple Books,520 CLEMENT ST,METER_RING,SIDEWALK,0,2,37.783189,-122.464885
Green Apple Books,520 CLEMENT ST,RACK,SIDEWALK,0,0,37.783189,-122.464885
Tart to Tart,641 IRVING ST,RACK,SIDEWALK,0,0,37.763857,-122.464839
Thai Noodle Jump,560 BALBOA ST,RACK,SIDEWALK,0,0,37.777410,-122.464819
Peabody Elementary School,251 06TH AVE,RACK,SIDEWALK,0,0,37.783934,-122.464794
residential,630 IRVING ST,RACK,SIDEWALK,0,0,37.764355,-122.464770
Crossroads,630 IRVING ST,RACK,SIDEWALK,0,0,37.764355,-122.464770
_undetermined,291 06TH AVE,RACK,SIDEWALK,0,0,37.783202,-122.464613
_undetermined,291 06TH AVE,RACK,SIDEWALK,0,0,37.783202,-122.464613
The Richmond Restaurant,616 IRVING ST,RACK,SIDEWALK,0,0,37.764295,-122.464556
Beanery,602 IRVING ST,RACK,SIDEWALK,0,0,37.764302,-122.464396
SF Hardware,515 BALBOA ST,RACK,SIDEWALK,1,2,37.777077,-122.464284
6th Avenue Salon,4334 CALIFORNIA ST,RACK,SIDEWALK,1,2,37.785313,-122.464096
Surreal You Hair Design,538 IRVING ST,RACK,SIDEWALK,1,2,37.764304,-122.463898
_undetermined,548 IRVING ST,RACK,SIDEWALK,1,2,37.764304,-122.463898
_undetermined,1320 07TH AVE,RACK,SIDEWALK,1,2,37.763730,-122.463815
_undetermined,1320 07TH AVE,RACK,SIDEWALK,1,2,37.763730,-122.463815
Impact Training,1318 07TH AVE,RACK,SIDEWALK,1,2,37.763730,-122.463815
Impact Training,1318 07TH AVE,RACK,SIDEWALK,1,2,37.763730,-122.463815
Rockit Room,406 CLEMENT ST,RACK,SIDEWALK,1,2,37.783225,-122.463777
Melisa's Chinese Cuisine,450 BALBOA ST,RACK,SIDEWALK,1,2,37.777459,-122.463741
Namu Restaurant,439 BALBOA ST,RACK,SIDEWALK,1,2,37.777068,-122.463713
Hans Hibachi,535 IRVING ST,RACK,SIDEWALK,1,2,37.763908,-122.463663
Aquatic Central,1963 OCEAN AVE,RACK,SIDEWALK,1,2,37.725547,-122.463662
Garden for the Environment,1570 07TH AVE,RACK,SIDEWALK,5,10,37.759111,-122.463573
Toy Boat Dessert Cafe,401 CLEMENT ST,RACK,SIDEWALK,1,2,37.782742,-122.463512
Toy Boat Dessert Cafe,401 CLEMENT ST,RACK,SIDEWALK,1,2,37.782742,-122.463512
Ocean Taqueria,1941 OCEAN AVE,RACK,SIDEWALK,1,2,37.725392,-122.463258
Funa-ya Japanese Cuisine (closed),354 CLEMENT ST,RACK,SIDEWALK,1,2,37.783254,-122.463150
Ocean Cyclery,1935 OCEAN AVE,RACK,SIDEWALK,1,2,37.725335,-122.463107
Franciscan Hobby Shop,1920 OCEAN AVE,RACK,SIDEWALK,1,2,37.725806,-122.462977
Hong Kong Delights,295 ORIZABA AVE,RACK,SIDEWALK,1,2,37.714077,-122.462921
Chung Chou City,316 CLEMENT ST,RACK,SIDEWALK,1,2,37.783276,-122.462662
Barber Shop,393 ASHTON AVE,RACK,SIDEWALK,1,2,37.725030,-122.462498
King's Coffee Shop,1901 OCEAN AVE,RACK,SIDEWALK,1,2,37.725030,-122.462498
Ken & Mary Hair Salon,4000 GEARY BLVD,RACK,SIDEWALK,1,2,37.781349,-122.462337
24 Hour Fitness,1900 OCEAN AVE,RACK,SIDEWALK,3,6,37.725474,-122.462196
Yama Sushi,850 HOLLOWAY AVE,RACK,SIDEWALK,1,2,37.721980,-122.462029
Kumon Reading Center,1827 OCEAN AVE,RACK,SIDEWALK,1,2,37.724882,-122.461845
Seedstore & Park Life,212 CLEMENT ST,RACK,SIDEWALK,1,2,37.783316,-122.461803
Grain D'Or,236 CLEMENT ST,RACK,SIDEWALK,1,2,37.783316,-122.461803
St. John of God Church.,1290 05TH AVE,RACK,SIDEWALK,2,4,37.764502,-122.461764
Touch of Heaven,828 HOLLOWAY AVE,RACK,SIDEWALK,1,2,37.722052,-122.461627
dental office,219 CLEMENT ST,RACK,SIDEWALK,1,2,37.782830,-122.461600
Third Avenue Food Market,4101 CALIFORNIA ST,RACK,SIDEWALK,1,2,37.785161,-122.461532
Cumaica Coffee,200 CLEMENT ST,RACK,SIDEWALK,2,4,37.783334,-122.461400
CitiKids,152 CLEMENT ST,RACK,SIDEWALK,1,2,37.783350,-122.461049
Girogio's Pizzeria,151 CLEMENT ST,RACK,SIDEWALK,2,4,37.782857,-122.461013
